Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,NOK,NOK,NOK,NOK,NOK,,,
2022-05-23,2022,5,23,Monday,21,2022-21,4.4,4.47,4.37,4.45,30988400,0.020704131567127027,4.417857142857143,4.651
2022-05-24,2022,5,24,Tuesday,21,2022-21,4.42,4.45,4.38,4.42,33970800,-0.006085324719176222,4.39,4.6491999999999996
2022-05-25,2022,5,25,Wednesday,21,2022-21,4.4,4.47,4.38,4.45,33097900,0.0061225826225543845,4.378571428571429,4.6466
2022-05-26,2022,5,26,Thursday,21,2022-21,4.46,4.61,4.46,4.59,36661500,0.03245427884044716,4.387142857142857,4.644
2022-05-27,2022,5,27,Friday,21,2022-21,4.6,4.65,4.57,4.64,19403100,0.0098232235190725,4.410714285714286,4.6412
2022-05-31,2022,5,31,Tuesday,22,2022-22,4.55,4.57,4.5,4.52,33552200,-0.025291624302782867,4.423571428571429,4.6358
2022-06-01,2022,6,1,Wednesday,22,2022-22,4.52,4.55,4.44,4.48,38040600,-0.007984063106048267,4.441428571428571,4.630199999999999
2022-06-02,2022,6,2,Thursday,22,2022-22,4.5,4.59,4.47,4.59,28923800,0.02414464514547987,4.468571428571429,4.6256
2022-06-03,2022,6,3,Friday,22,2022-22,4.54,4.56,4.51,4.55,29687900,-0.009823119663032842,4.479285714285714,4.6218
2022-06-06,2022,6,6,Monday,23,2022-23,4.56,4.59,4.5,4.51,32119400,-0.007936435514979912,4.4871428571428575,4.6160000000000005
2022-06-07,2022,6,7,Tuesday,23,2022-23,4.5,4.57,4.47,4.57,28128000,0.014000056245930814,4.488571428571428,4.611
2022-06-08,2022,6,8,Wednesday,23,2022-23,4.52,4.56,4.5,4.52,24280400,-0.011834262149639896,4.498571428571429,4.6046
2022-06-09,2022,6,9,Thursday,23,2022-23,4.47,4.49,4.37,4.37,35493900,-0.0319363579385864,4.501428571428572,4.5926
2022-06-10,2022,6,10,Friday,23,2022-23,4.28,4.29,4.22,4.24,45863300,-0.030927854153816603,4.492857142857143,4.577999999999999
2022-06-13,2022,6,13,Monday,24,2022-24,4.18,4.21,4.11,4.12,46380400,-0.02765935215268822,4.469285714285714,4.5624
2022-06-14,2022,6,14,Tuesday,24,2022-24,4.29,4.31,4.18,4.21,41501400,0.02188192413333212,4.454285714285715,4.5468
2022-06-15,2022,6,15,Wednesday,24,2022-24,4.25,4.35,4.2,4.29,41937200,0.01927179638688492,4.442857142857142,4.5322
2022-06-16,2022,6,16,Thursday,24,2022-24,4.17,4.19,4.11,4.13,51041800,-0.0378152772360707,4.41,4.5156
2022-06-17,2022,6,17,Friday,24,2022-24,4.19,4.21,4.1,4.14,53596800,0.0021834151859141393,4.3742857142857146,4.5012
2022-06-21,2022,6,21,Tuesday,25,2022-25,4.27,4.31,4.24,4.25,28100300,0.026143899244339464,4.3549999999999995,4.4884
2022-06-22,2022,6,22,Wednesday,25,2022-25,4.22,4.28,4.21,4.22,38534800,-0.006369340251952016,4.336428571428572,4.4764
2022-06-23,2022,6,23,Thursday,25,2022-25,4.19,4.22,4.13,4.21,41369400,-0.0021366476296890147,4.309285714285715,4.4656
2022-06-24,2022,6,24,Friday,25,2022-25,4.23,4.36,4.22,4.34,22890000,0.02997836251252939,4.2942857142857145,4.4594
2022-06-27,2022,6,27,Monday,26,2022-26,4.37,4.39,4.31,4.35,30702300,0.00207890063127536,4.282857142857143,4.452
2022-06-28,2022,6,28,Tuesday,26,2022-26,4.37,4.39,4.28,4.28,31195000,-0.014522662754678839,4.262142857142857,4.4458
2022-06-29,2022,6,29,Wednesday,26,2022-26,4.29,4.3,4.22,4.25,30976400,-0.008421086369999609,4.242857142857143,4.4392000000000005
2022-06-30,2022,6,30,Thursday,26,2022-26,4.15,4.19,4.1,4.16,29242000,-0.02123139605500457,4.227857142857142,4.429
2022-07-01,2022,7,1,Friday,26,2022-26,4.16,4.2,4.1,4.2,31178700,0.010845686505512875,4.225,4.417199999999999
2022-07-05,2022,7,5,Tuesday,27,2022-27,4.03,4.1,3.98,4.1,39648300,-0.023604798211833034,4.223571428571429,4.404599999999999
2022-07-06,2022,7,6,Wednesday,27,2022-27,4.07,4.13,4.04,4.11,27760300,0.002197578515942711,4.216428571428572,4.3944
2022-07-07,2022,7,7,Thursday,27,2022-27,4.13,4.19,4.12,4.18,15795400,0.015350941257919581,4.208571428571429,4.3844
2022-07-08,2022,7,8,Friday,27,2022-27,4.16,4.23,4.14,4.19,15861400,0.004319786356964839,4.212857142857143,4.3768
2022-07-11,2022,7,11,Monday,28,2022-28,4.14,4.2,4.13,4.16,19140000,-0.008602184764851861,4.214285714285714,4.3694
2022-07-12,2022,7,12,Tuesday,28,2022-28,4.15,4.19,4.11,4.12,21726900,-0.008676709741945121,4.205,4.3638
2022-07-13,2022,7,13,Wednesday,28,2022-28,4.08,4.16,4.07,4.15,24229500,0.006564577239999592,4.2,4.3562
2022-07-14,2022,7,14,Thursday,28,2022-28,4.01,4.03,3.94,4.02,29844500,-0.030435016443750795,4.186428571428571,4.343999999999999
2022-07-15,2022,7,15,Friday,28,2022-28,4.09,4.16,4.06,4.16,19344900,0.033632426516368996,4.173571428571429,4.3328
2022-07-18,2022,7,18,Monday,29,2022-29,4.18,4.2,4.11,4.12,23160100,-0.008676709741945121,4.1571428571428575,4.319
2022-07-19,2022,7,19,Tuesday,29,2022-29,4.12,4.23,4.11,4.22,20809600,0.024070000873333663,4.152857142857143,4.3112
2022-07-20,2022,7,20,Wednesday,29,2022-29,4.22,4.26,4.19,4.24,22249300,0.004273295259378029,4.152142857142857,4.3066
2022-07-21,2022,7,21,Thursday,29,2022-29,4.48,4.64,4.47,4.62,37441000,0.0893617365877426,4.1850000000000005,4.3128
2022-07-22,2022,7,22,Friday,29,2022-29,4.59,4.65,4.58,4.6,25884900,-0.003906162884917075,4.213571428571429,4.3180000000000005
2022-07-25,2022,7,25,Monday,30,2022-30,4.64,4.68,4.6,4.63,23800700,0.005905491202969904,4.251428571428571,4.3260000000000005
2022-07-26,2022,7,26,Tuesday,30,2022-30,4.6,4.61,4.56,4.56,17309100,-0.013698651310383059,4.283571428571428,4.333
2022-07-27,2022,7,27,Wednesday,30,2022-30,4.64,4.72,4.62,4.68,23703400,0.025793735990551347,4.319285714285714,4.3386000000000005
